group_article,plant,location_id,article_price,min_disp_quantity,ots_main_class,ots_agg_class,class,units,revenue,open_to_ship,agg_open_to_ship,open_to_ship_add,agg_open_to_ship_add,predicted_sales,grade,package,location_segmentation,min_allocation,rid_day_land_in_store,allocatable_stock
JR6344,9540,CN807,451.57,10,21135,FOOTWEAR_Men_1,21135,241,77111.62,0,7880,0,7950,110.52677154541016,A,null,PREMIUM_PLUS,110,2024-12-09,5555
JR5544,9540,CN807,386.96,10,E1170,FOOTWEAR_Men_1,E1170,130,46769.62,11874,7880,11944,7950,120.72843170166016,A,null,PREMIUM_PLUS,114,2024-12-16,3451
JR6346,9540,CN807,451.57,10,21135,FOOTWEAR_Men_1,21135,241,70497.98,0,7880,0,7950,81.2350082397461,A,null,PREMIUM_PLUS,100,2024-12-16,6339
JR6343,9530,CN807,451.57,10,21135,FOOTWEAR_Men_1,21135,239,70224.88,0,7880,0,7950,82.02545166015625,A,null,PREMIUM_PLUS,101,2024-12-09,3065
JR6345,9530,CN807,451.57,10,21135,FOOTWEAR_Men_1,21135,100,38213.74,0,7880,0,7950,79.24836730957031,A,null,PREMIUM_PLUS,100,2024-12-16,1554
JR8309,9540,CN807,354.66,10,E1170,FOOTWEAR_Men_1,E1170,291,68997.42,11874,7880,11944,7950,108.09049987792969,A,null,PREMIUM_PLUS,109,2024-12-09,6312
JR8215,9510,CN807,645.37,10,E1170,FOOTWEAR_Men_1,E1170,131,77869.8,11874,7880,11944,7950,120.31830596923828,A,null,PREMIUM_PLUS,113,2024-12-16,4027
JS0555,9540,CN807,327.85,10,E1170,FOOTWEAR_Men_1,E1170,117,35378.86,11874,7880,11944,7950,107.82347869873047,C,null,PREMIUM_PLUS,109,2024-12-01,934
JS1031,9510,CN807,386.96,10,E1170,FOOTWEAR_Men_1,E1170,258,58510.46,11874,7880,11944,7950,54.41088104248047,A,null,PREMIUM_PLUS,91,2024-12-09,4206
JS1123,9540,CN807,386.96,10,E1170,FOOTWEAR_Men_1,E1170,238,54561.12,11874,7880,11944,7950,53.998779296875,A,null,PREMIUM_PLUS,91,2024-12-09,12840
GK9033,9540,CN807,322.36,9,E2170,APPAREL_Men_1,E2170,77,17923.16,0,32759,0,32819,43.19966125488281,A,null,PREMIUM_PLUS,77,2024-12-09,11636
GK9032,9540,CN807,322.36,9,E2170,APPAREL_Men_1,E2170,77,17739.21,0,32759,0,32819,42.05835723876953,A,null,PREMIUM_PLUS,77,2024-12-09,11744
HZ5345,9524,CN807,903.78,9,12117,APPAREL_Men_1,12117,103,82693.92,6315,32759,6385,32829,88.99568176269531,A,null,PREMIUM_PLUS,103,2024-12-01,3999
JF0963,9540,CN807,516.17,9,E2170,APPAREL_Men_1,E2170,107,50993.53,0,32759,0,32829,98.58425903320312,A,null,PREMIUM_PLUS,106,2024-12-09,11015
JM3404,9540,CN807,386.96,9,E2170,APPAREL_Men_1,E2170,368,90099.37,0,32759,0,32819,106.67793273925781,A,null,PREMIUM_PLUS,99,2024-12-16,5681
GW5493,9524,CN807,322.36,11,E1270,FOOTWEAR_Women_1,E1270,117,34131.74,1905,2423,1975,2493,105.76165008544922,A,null,PREMIUM_PLUS,109,2024-12-01,3017
JP7106,9510,CN807,386.96,11,E1270,FOOTWEAR_Women_1,E1270,102,34180.85,1905,2423,1975,2493,85.66349792480469,A,null,PREMIUM_PLUS,102,2024-12-16,4734
JP8414,9540,CN807,645.37,11,E1270,FOOTWEAR_Women_1,E1270,96,48652.76,1905,2423,1975,2493,65.77476501464844,A,null,PREMIUM_PLUS,96,2024-12-16,2397
IR7568,9510,CN807,205.73,9,22535,APPAREL_Kids_1,22535,78,10767.28,420,2527,480,2587,37.67387390136719,B,null,PREMIUM_PLUS,76,2024-12-01,733
IT7273,9510,CN807,205.73,9,22535,APPAREL_Kids_1,22535,75,10150.79,420,2527,480,2587,33.680694580078125,B,null,PREMIUM_PLUS,74,2024-12-01,928
IS0914,9510,CN807,451.57,9,E2270,APPAREL_Women_1,E2270,86,32919.43,10704,20224,10764,20284,68.79991912841797,A,null,PREMIUM_PLUS,86,2024-12-09,2388
IN1836,9540,CN807,451.57,9,E2270,APPAREL_Women_1,E2270,200,58658.92,10704,20224,10764,20284,68.79991912841797,A,null,PREMIUM_PLUS,86,2024-12-09,9407
IV7568,9524,CN807,322.36,9,E2270,APPAREL_Women_1,E2270,78,18547.9,10704,20224,10764,20284,46.07570266723633,A,null,PREMIUM_PLUS,78,2024-12-01,840
JV9149,9540,CN807,302.98,9,E2270,APPAREL_Women_1,E2270,78,17396.12,10704,20224,10764,20284,45.83342742919922,A,null,PREMIUM_PLUS,78,2024-12-16,1157
JV9152,9540,CN807,302.98,9,E2270,APPAREL_Women_1,E2270,80,17396.12,10704,20224,10764,20284,45.83342742919922,A,null,PREMIUM_PLUS,78,2024-12-16,1200
GY0019,9540,CN824,774.58,10,21135,FOOTWEAR_Men_1,21135,91,52350.64,0,761,0,831,54.17168045043945,A,null,PREMIUM_PLUS,91,2024-12-16,5601
GY0018,9530,CN824,774.58,10,21135,FOOTWEAR_Men_1,21135,40,22356.3,0,761,0,831,54.17168045043945,A,null,PREMIUM_PLUS,91,2024-12-09,753
GY0018,9540,CN824,774.58,10,21135,FOOTWEAR_Men_1,21135,53,30381.63,0,761,0,831,54.17168045043945,A,null,PREMIUM_PLUS,91,2024-12-09,5065
ID1127,9524,CN824,483.87,10,21135,FOOTWEAR_Men_1,21135,103,44367.47,0,761,0,831,90.38590240478516,A,null,PREMIUM_PLUS,103,2024-12-01,1874
ID6212,9526,CN824,483.87,10,21173,FOOTWEAR_Men_1,21173,100,40820.11,608,761,678,831,78.72344207763672,A,null,PREMIUM_PLUS,100,2024-12-01,1012
JR6344,9540,CN824,451.57,10,21135,FOOTWEAR_Men_1,21135,97,35934.98,0,761,0,831,72.15574645996094,A,null,PREMIUM_PLUS,97,2024-12-09,5555
JR6343,9530,CN824,451.57,10,21135,FOOTWEAR_Men_1,21135,96,35027.04,0,761,0,831,69.13449096679688,A,null,PREMIUM_PLUS,96,2024-12-09,3065
JR6347,9510,CN824,451.57,10,21135,FOOTWEAR_Men_1,21135,99,37586.15,0,761,0,831,77.46875,A,null,PREMIUM_PLUS,99,2024-12-16,4252
GK9033,9540,CN824,322.36,9,E2170,APPAREL_Men_1,E2170,78,18535.29,0,12859,0,12919,45.997467041015625,A,null,PREMIUM_PLUS,78,2024-12-09,11636
GK9032,9540,CN824,322.36,9,E2170,APPAREL_Men_1,E2170,78,18507.44,0,12859,0,12919,45.824676513671875,A,null,PREMIUM_PLUS,78,2024-12-09,11744
HZ5345,9524,CN824,903.78,9,12117,APPAREL_Men_1,12117,103,82802.05,675,12859,745,12929,89.23497772216797,A,null,PREMIUM_PLUS,103,2024-12-01,3999
JF0964,9510,CN824,516.17,9,E2170,APPAREL_Men_1,E2170,173,67998.99,0,12859,0,12929,99.47518920898438,A,null,PREMIUM_PLUS,106,2024-12-09,2664
JF0963,9540,CN824,516.17,9,E2170,APPAREL_Men_1,E2170,355,114970.46,0,12859,0,12929,99.47518920898438,A,null,PREMIUM_PLUS,106,2024-12-09,11015
GW5493,9524,CN824,322.36,11,E1270,FOOTWEAR_Women_1,E1270,116,33740.81,972,2134,1042,2204,104.33619689941406,A,null,PREMIUM_PLUS,108,2024-12-01,3017
HP9625,9524,CN824,501.21,11,21235,FOOTWEAR_Women_1,21235,92,34146.2,474,2134,544,2204,55.255043029785156,B,null,PREMIUM_PLUS,92,2024-12-01,1007
GY6822,9524,CN824,501.21,11,21235,FOOTWEAR_Women_1,21235,92,34146.2,474,2134,544,2204,55.255043029785156,B,null,PREMIUM_PLUS,92,2024-12-01,1210
HR1931,9524,CN824,367.58,11,21274,FOOTWEAR_Women_1,21274,94,26626.99,40,2134,110,2204,61.87725830078125,A,null,PREMIUM_PLUS,94,2024-12-01,2334
JP7106,9510,CN824,386.96,11,E1270,FOOTWEAR_Women_1,E1270,101,33109.35,972,2134,1042,2204,81.12543487548828,A,null,PREMIUM_PLUS,101,2024-12-16,4734
ID3377,9510,CN824,354.66,16,E1370,FOOTWEAR_Kids_1,E1370,98,26620.95,1632,2649,1702,2719,68.1209716796875,A,null,PREMIUM_PLUS,98,2024-12-01,1900
IF6149,9510,CN824,386.96,16,21335,FOOTWEAR_Kids_1,21335,124,41717.68,518,2649,588,2719,107.61752319335938,A,null,PREMIUM_PLUS,111,2024-12-16,1296
IF5986,9510,CN824,278.2,16,E1370,FOOTWEAR_Kids_1,E1370,95,19060.1,1632,2649,1702,2719,58.024444580078125,B,null,PREMIUM_PLUS,95,2024-12-01,3166
IG4831,9521,CN824,222.45,16,E1370,FOOTWEAR_Kids_1,E1370,103,17873.07,1632,2649,1702,2719,75.69295501708984,B,null,PREMIUM_PLUS,101,2024-12-01,839
IF5006,9510,CN824,354.66,16,21535,FOOTWEAR_Kids_1,21535,102,29510.42,14,2649,84,2719,80.41524505615234,A,null,PREMIUM_PLUS,102,2024-12-01,3632
JH6374,9510,CN824,386.96,16,21335,FOOTWEAR_Kids_1,21335,96,27557.56,518,2649,588,2719,62.431053161621094,A,null,PREMIUM_PLUS,96,2024-12-01,1308
JQ3498,9540,CN824,278.2,16,21374,FOOTWEAR_Kids_1,21374,102,23016.98,122,2649,192,2719,79.47077178955078,B,null,PREMIUM_PLUS,102,2024-12-01,3312
IT4044,9510,CN824,257.76,9,E2370,APPAREL_Kids_1,E2370,78,14797.28,14760,15523,14820,15583,45.814388275146484,A,null,PREMIUM_PLUS,78,2024-12-01,1236
IT4048,9510,CN824,205.73,9,E2370,APPAREL_Kids_1,E2370,76,10857.14,14760,15523,14820,15583,38.5474739074707,B,null,PREMIUM_PLUS,76,2024-12-01,1045
GM5559,9524,CN824,238.38,9,E2270,APPAREL_Women_1,E2270,79,14099.79,54108,96828,54168,96888,48.29677963256836,A,null,PREMIUM_PLUS,79,2024-12-01,871
IS0914,9510,CN824,451.57,9,E2270,APPAREL_Women_1,E2270,84,30825.68,54108,96828,54168,96888,61.526710510253906,A,null,PREMIUM_PLUS,84,2024-12-09,2388
IN1836,9540,CN824,451.57,9,E2270,APPAREL_Women_1,E2270,174,51146.33,54108,96828,54168,96888,61.526710510253906,A,null,PREMIUM_PLUS,84,2024-12-09,9407
IV7566,9524,CN824,386.96,9,E2270,APPAREL_Women_1,E2270,135,48630.77,54108,96828,54168,96888,125.3477783203125,A,null,PREMIUM_PLUS,105,2024-12-01,840
IV7564,9521,CN824,386.96,9,E2270,APPAREL_Women_1,E2270,128,46109.17,54108,96828,54168,96888,125.3477783203125,A,null,PREMIUM_PLUS,105,2024-12-01,498
IV7564,9526,CN824,386.96,9,E2270,APPAREL_Women_1,E2270,7,2521.6,54108,96828,54168,96888,125.3477783203125,A,null,PREMIUM_PLUS,105,2024-12-01,525
IV7567,9524,CN824,322.36,9,E2270,APPAREL_Women_1,E2270,108,23560.75,54108,96828,54168,96888,46.176639556884766,A,null,PREMIUM_PLUS,78,2024-12-01,1470
JR6343,9540,CN925,451.57,10,21135,FOOTWEAR_Men_1,21135,104,41849.09,0,781,0,851,91.34928894042969,A,null,PREMIUM_PLUS,104,2024-12-09,11137
JR6346,9540,CN925,451.57,10,21135,FOOTWEAR_Men_1,21135,104,42267.33,0,781,0,851,93.20167541503906,A,null,PREMIUM_PLUS,104,2024-12-16,6339
JR8321,9540,CN925,367.58,10,21174,FOOTWEAR_Men_1,21174,191,56705.49,980,781,1050,851,107.53412628173828,A,null,PREMIUM_PLUS,109,2024-12-09,11532
JR8322,9540,CN925,367.58,10,21174,FOOTWEAR_Men_1,21174,191,56705.49,980,781,1050,851,107.53412628173828,A,null,PREMIUM_PLUS,109,2024-12-09,11432
JR8323,9510,CN925,367.58,10,21174,FOOTWEAR_Men_1,21174,191,57957.67,980,781,1050,851,115.34722137451172,A,null,PREMIUM_PLUS,112,2024-12-09,4512
GK9033,9540,CN925,322.36,9,E2170,APPAREL_Men_1,E2170,82,20789.42,0,3451,0,3511,55.98261260986328,A,null,PREMIUM_PLUS,82,2024-12-09,11636
GK9032,9540,CN925,322.36,9,E2170,APPAREL_Men_1,E2170,138,29976.68,0,3451,0,3511,55.98261260986328,A,null,PREMIUM_PLUS,82,2024-12-09,11744
GW5488,9521,CN399,322.36,10,E1170,FOOTWEAR_Men_1,E1170,95,24291.61,936,1377,1006,1447,65.71104431152344,A,null,PREMIUM_PLUS,95,2024-12-01,6964
JP8232,9540,CN399,354.66,10,21174,FOOTWEAR_Men_1,21174,212,61475.5,1640,1377,1710,1447,72.67284393310547,A,null,PREMIUM_PLUS,98,2024-12-09,11945
JQ8539,9510,CN399,386.96,10,E1170,FOOTWEAR_Men_1,E1170,95,21895.08,936,1377,1006,1447,37.16456604003906,A,null,PREMIUM_PLUS,86,2024-12-09,5477
JR8215,9510,CN399,645.37,10,E1170,FOOTWEAR_Men_1,E1170,95,8815.17,936,1377,1006,1447,68.87439727783203,A,null,PREMIUM_PLUS,96,2024-12-16,4027
JR8215,9540,CN399,645.37,10,E1170,FOOTWEAR_Men_1,E1170,95,41483.16,936,1377,1006,1447,68.87439727783203,A,null,PREMIUM_PLUS,96,2024-12-16,6152
JR8309,9540,CN399,354.66,10,E1170,FOOTWEAR_Men_1,E1170,121,48277.04,936,1377,1006,1447,88.24405670166016,A,null,PREMIUM_PLUS,103,2024-12-09,6312
JR8323,9540,CN399,367.58,10,21174,FOOTWEAR_Men_1,21174,155,55522.84,1640,1377,1710,1447,85.09937286376953,A,null,PREMIUM_PLUS,102,2024-12-09,10187
JS1031,9540,CN399,386.96,10,E1170,FOOTWEAR_Men_1,E1170,112,40856.12,936,1377,1006,1447,37.16456604003906,A,null,PREMIUM_PLUS,86,2024-12-09,10940
JS1123,9540,CN399,386.96,10,E1170,FOOTWEAR_Men_1,E1170,112,40856.12,936,1377,1006,1447,37.16456604003906,A,null,PREMIUM_PLUS,86,2024-12-09,12840
